date,A,B
0,-0.7236103858942472,0.49453900104178034
1,-0.06478771854224179,-0.6507181531803361
2,0.7261682730286202,-0.3778470165705344
3,0.036117832879286806,0.7184767026762442
4,-0.727594242982835,0.24900402698758686
5,-0.007391648425727017,-0.7631300966356724
6,0.7278860730215428,-0.11215343360715001
7,-0.021346057784088903,0.7832423474910064
8,-0.7270433082537127,-0.028303849479146527
9,0.050050490756238165,-0.7781666747934574
10,0.7250672623416935,0.16785092233585477
11,-0.07867690736156391,0.7480663047223742
12,-0.7219610154535402,-0.3020001560516924
13,0.10718068607918495,-0.693909220971044
14,0.7177294094617892,0.4264375082943717
15,-0.13551739655042253,0.6174370358127904
