date,A,B
0,-0.5690641689593173,-0.16163722924090718
1,-0.5910160561176252,0.4486017841220955
2,0.7251210537330705,0.4992966067944699
3,0.39954895203792995,-0.07278477350819758
4,-0.8306213428102385,-0.5540811889963684
5,-0.1802246581480876,-0.3442682031240385
6,0.8782093878707397,0.2949529570259224
7,-0.05166518618280039,0.5662771995257322
8,-0.8645672745584417,0.13127987013241157
9,0.27995285137962217,-0.467463773446807
10,0.7906461527587683,-0.48313653311868354
11,-0.4887217575382886,0.10381033554197582
12,-0.6615999209125737,0.5612738355623801
13,0.6634162037474285,0.31865649508817934
14,0.4864258880016175,-0.32142335437127256
15,-0.7918562147574348,-0.560589571615228
