date,A,B
0,-0.2094294387690888,-0.2792079367484849
1,-0.03973777529677752,0.01192864971615531
2,0.14804628394155492,0.27491448996024836
3,0.26842566486674124,-0.11087788219809772
4,0.2665922815831492,-0.23500651223120478
5,0.14338086365754046,0.1954631436621201
6,-0.04511109177154884,0.1646539889914473
7,-0.21306420928953923,-0.25472661077929437
8,-0.28401033612294213,-0.07297092553057892
9,-0.225648081588712,0.2809908396156565
10,-0.06454946686681128,-0.028165351129288394
11,0.12593817359490575,-0.2708533605863395
12,0.25908683970005614,0.12565287224557542
13,0.2742746585606635,0.22562746045408774
14,0.16458669778314175,-0.20686235684571377
15,-0.02003670293473904,-0.15117204909236165
