date,A,B
0,0.19336511244737561,0.2427991317338206
1,0.395862725395285,-0.9369372529723007
2,-0.13441405087630492,-0.28869504498526494
3,-0.41587938895286997,0.9227955132787066
4,0.07248214900345439,0.3338982244851768
5,0.4266732812660185,-0.9064394938151108
6,-0.008942842923227858,-0.37830020363996547
7,-0.42800503101149195,0.8879084414162617
8,-0.05479478458563171,0.4217944383639959
9,0.41984510457068935,-0.8672468219837094
10,0.11731725265873783,-0.4642765627358081
11,-0.40237446098350127,0.8445042137883331
12,-0.17723802847913936,0.5056446394277635
13,0.3759805389005976,-0.819735188505569
14,0.23322827579560879,-0.5457994043081817
15,-0.3412486645297214,0.7929991802687841
