date,A,B
0,-0.5468158354502874,-0.33527580059485773
1,0.016236682910339802,0.6587698865903413
2,0.5583548290385134,0.40962108032212596
3,0.38057175559944934,-0.6125422213332751
4,-0.28789225537296,-0.4787493506282998
5,-0.5851693884529584,0.5585131056796593
6,-0.12797260191786858,0.5417801811479105
7,0.4942225465916488,-0.49737066438410105
8,0.4792038742023182,-0.5979107996301244
9,-0.15366465909651436,0.4298936188249455
10,-0.5884094013314137,0.6464263161937739
11,-0.2645027921438738,-0.3569413690655705
12,0.4004340593560853,-0.6867088282963894
13,0.5490809950275909,0.2794430483771089
14,-0.010216296526866913,0.7182452904546179
15,-0.5563414546159138,-0.19838568962621092
