date,A,B
0,0.7687936582677406,0.0060880119044740815
1,-0.4795124643316491,0.7667352752403097
2,-0.4095006230892835,0.9481230390873153
3,0.7863464524372363,0.4132149772291406
4,-0.1796995012323639,-0.43387214906039334
5,-0.651699735155712,-0.9531739601013277
6,0.6680104280305964,-0.7523640339054027
7,0.15116739851978184,0.016848087659514798
8,-0.7812783771962278,0.7733316767828596
9,0.43423527678582635,0.9455722624892848
10,0.45591100474346646,0.40344410426594324
11,-0.7758440166000345,-0.44348133856852223
12,0.12541976824864937,-0.955361836286404
13,0.6818684631840362,-0.7454776819937924
14,-0.6363357672130011,0.027606109639718553
15,-0.2050695763954717,0.7798338095175392
