date,A,B
0,0.3286959165415092,0.015420806257176567
1,0.289944231459278,0.03126089072980885
2,0.2511925463770468,0.047100975202441143
3,0.21244086129481554,0.06294105967507344
4,0.17368917621258434,0.07878114414770572
5,0.13493749113035314,0.094621228620338
6,0.09618580604812191,0.1104613130929703
7,0.05743412096589068,0.12630139756560257
8,0.018682435883659476,0.06235093540207079
9,-0.004335230557011037,-0.0015995267614609954
10,-0.02735289699768155,-0.06554998892499278
11,-0.050370563438352056,-0.12950045108852457
12,-0.07338822987902258,-0.19345091325205635
13,-0.0964058963196931,-0.25740137541558816
14,-0.11942356276036359,-0.3213518375791199
15,-0.1424412292010341,-0.38530229974265173
