date,A,B
0,0.5533405189195229,0.09690722158875431
1,0.532783464246275,0.1409602867490759
2,0.5122264095730271,0.18501335190939747
3,0.49166935489977925,0.22906641706971903
4,0.4711123002265314,0.2731194822300406
5,0.4505552455532835,0.3171725473903622
6,0.42999819088003566,0.36122561255068375
7,0.4094411362067878,0.40527867771100534
8,0.3888840815335399,0.44933174287132693
9,0.36832702686029206,0.4933848080316485
10,0.3477699721870442,0.5374378731919701
11,0.32721291751379633,0.5814909383522917
12,0.30665586284054847,0.6255440035126132
13,0.2860988081673006,0.6695970686729348
14,0.26554175349405273,0.49080806423204704
15,-0.2775467890124612,0.31201905979115935
