date,A,B
0,0.6563902910690589,0.5610165484291922
1,0.5908430182144473,0.6003574573237135
2,0.5252957453598357,0.6396983662182347
3,0.459748472505224,0.679039275112756
4,0.3942011996506124,0.7183801840072772
5,0.3286539267960008,0.7577210929017983
6,0.26310665394138916,0.7970620017963196
7,0.1975593810867775,0.8364029106908408
8,0.13201210823216591,0.6882620167765895
9,0.06646483537755432,0.5401211228623382
10,0.0864509801600886,0.3919802289480868
11,0.10643712494262289,0.24383933503383548
12,0.12642326972515716,0.09569844111958414
13,0.14640941450769146,-0.052442452794667194
14,0.16639555929022573,-0.20058334670891864
15,0.18638170407276,-0.34872424062316987
