date,A,B
0,-0.32481752554763355,0.2726996634715585
1,-0.2482114812672491,0.259638192134965
2,-0.17160543698686465,0.2465767207983714
3,-0.0949993927064802,0.23351524946177787
4,-0.018393348426095746,0.2204537781251843
5,0.058212695854288676,0.20739230678859077
6,0.13481874013467315,0.19433083545199722
7,0.21142478441505763,0.18126936411540367
8,0.28803082869544205,0.16820789277881013
9,0.2573640029042637,0.15514642144221658
10,0.2266971771130853,0.14208495010562303
11,0.19603035132190694,0.12902347876902948
12,0.16536352553072853,0.11596200743243595
13,0.13469669973955017,0.1029005360958424
14,0.10402987394837179,0.08983906475924885
15,0.07336304815719341,0.29179595549119053
