date,A,B
0,-0.8567300889920798,0.3468440832141923
1,-0.7387549798584054,-0.21056672070117471
2,-0.620779870724731,-0.7679775246165417
3,-0.5028047615910566,-0.7081539393470273
4,-0.3848296524573822,-0.6483303540775129
5,-0.26685454332370784,-0.5885067688079986
6,-0.14887943419003336,-0.5286831835384842
7,-0.030904325056358983,-0.4688595982689698
8,0.08707078407731539,-0.40903601299945536
9,0.20504589321098987,-0.349212427729941
10,0.32302100234466413,-0.2893888424604266
11,0.4409961114783386,-0.22956525719091225
12,0.34095370439553097,-0.16974167192139789
13,0.24091129731272337,-0.10991808665188352
14,0.14086889022991578,-0.05009450138236904
15,0.04082648314710813,0.009729083887145329
