date,A,B
0,0.5950030218665289,0.23591636661367155
1,0.5787959416300685,0.15684492757608856
2,0.5625888613936081,0.07777348853850558
3,0.5463817811571478,-0.0012979504990774104
4,0.5301747009206874,-0.0803693895366604
5,0.5139676206842271,-0.15944082857424335
6,0.49776054044776663,-0.23851226761182637
7,0.4815534602113063,-0.3175837066494094
8,0.5027205939655721,-0.39665514568699234
9,0.523887727719838,-0.4757265847245753
10,0.5450548614741039,-0.5547980237621583
11,0.5662219952283698,-0.5761083351663399
12,0.5873891289826356,-0.5974186465705216
13,0.6085562627369014,-0.6187289579747033
14,0.6297233964911674,-0.6400392693788849
15,0.6508905302454333,-0.6613495807830665
