date,A,B
0,0.48106851811332224,-0.14728246108658305
1,0.41496376093896536,-0.11360936320274828
2,0.34885900376460843,-0.07993626531891353
3,0.28275424659025156,-0.04626316743507877
4,0.21664948941589468,-0.012590069551244004
5,0.1505447322415378,0.021083028332590764
6,0.08443997506718087,0.054756126216425505
7,0.018335217892823996,0.08842922410026027
8,-0.04776953928153288,0.12210232198409504
9,-0.11387429645588981,0.1557754198679298
10,-0.17997905363024658,0.18944851775176458
11,-0.046301597111715914,0.22312161563559935
12,0.08737585940681475,0.25679471351943406
13,0.22105331592534538,0.2904678114032689
14,0.3547307724438761,0.32937145679871066
15,0.48840822896240677,0.3682751021941525
