date,A,B
0,0.708920822022843,0.5868791329869814
1,0.49691831801736075,0.3710359097448674
2,0.28491581401187843,0.15519268650275342
3,0.07291331000639611,-0.060650536739360605
4,0.08538413498895114,-0.2764937599814745
5,0.09785495997150617,-0.49233698322358854
6,0.1103257849540612,-0.526718904594281
7,0.12279660993661623,-0.5611008259649733
8,0.13526743491917126,-0.5954827473356659
9,0.1477382599017263,-0.6298646687063583
10,0.16020908488428132,-0.6642465900770507
11,0.17267990986683635,-0.6986285114477431
12,0.18515073484939137,-0.7330104328184355
13,0.1976215598319464,-0.7673923541891279
14,0.2100923848145014,-0.8017742755598203
15,0.22256320979705643,-0.8361561969305128
