date,A,B
0,0.20567495975240113,-0.30833586096179744
1,0.20350419050419097,-0.2570298294930424
2,0.20133342125598083,-0.20572379802428742
3,0.19916265200777067,-0.1544177665555324
4,0.19699188275956053,-0.1031117350867774
5,0.19482111351135037,-0.05180570361802239
6,0.1926503442631402,-0.0004996721492673828
7,0.19047957501493007,0.050806359319487626
8,0.1883088057667199,0.10211239078824264
9,0.18613803651850974,0.15341842225699764
10,0.1839672672702996,0.20472445372575265
11,0.18179649802208944,0.013698872159580988
12,0.1796257287738793,-0.17732670940659068
13,0.17745495952566914,-0.36835229097276234
14,-0.18218386607108727,-0.559377872538934
15,-0.5418226916678437,-0.7504034541051057
