date,A,B
0,0.3843079948655406,0.13922897217113983
1,0.32204985325724117,0.08370366729892822
2,0.25979171164894177,0.02817836242671662
3,0.19753357004064231,-0.027346942445494987
4,0.1352754284323429,-0.0828722473177066
5,0.07301728682404346,-0.05449868076460217
6,0.010759145215744004,-0.02612511421149774
7,-0.051498996392555396,0.0022484523416066854
8,0.041279189026930715,0.03062201889471111
9,0.13405737444641683,0.058995585447815524
10,0.22683555986590292,0.08736915200091996
11,0.31961374528538905,0.1157427185540244
12,0.4123919307048752,0.14411628510712882
13,0.5051701161243612,0.17248985166023323
14,0.5979483015438474,0.20086341821333764
15,0.6907264869633335,0.2292369847664421
