date,A,B
0,0.22072056043813149,0.259166786802278
1,0.2032061400697292,-0.02793952356440954
2,0.18569171970132695,-0.3150458339310971
3,0.16817729933292466,-0.6021521442977846
4,0.1506628789645224,-0.8892584546644722
5,0.13314845859612012,-0.8614085892525104
6,0.09942697132906705,-0.8335587238405486
7,0.06570548406201399,-0.8057088584285867
8,0.03198399679496092,-0.777858993016625
9,-0.0017374904720921514,-0.7500091276046632
10,-0.03545897773914522,-0.7221592621927014
11,-0.06918046500619829,-0.6943093967807397
12,-0.10290195227325136,-0.6664595313687779
13,-0.13662343954030443,-0.6386096659568161
14,-0.17034492680735747,-0.6107598005448542
15,-0.20406641407441056,-0.5829099351328926
