date,A,B
0,0.3844417390688779,0.2374959175771676
1,0.385097947452567,0.20339120243092917
2,0.3857541558362561,0.16928648728469078
3,0.3864103642199452,0.1351817721384524
4,0.3870665726036343,0.10107705699221398
5,0.3877227809873234,0.06697234184597556
6,0.38837898937101245,0.1165613243966131
7,0.3890351977547016,0.16615030694725064
8,0.38969140613839065,0.2157392894978882
9,0.3903476145220797,0.2653282720485257
10,0.39100382290576885,0.3149172545991633
11,0.3916600312894579,0.36450623714980085
12,0.39231623967314705,0.4140952197004384
13,0.3929724480568361,0.4636842022510759
14,0.35911766386691374,0.5132731848017135
15,0.3252628796769914,0.5628621673523511
