date,A,B
0,0.4071743495044282,0.29052976460860286
1,0.3562767069428204,0.11983043257648432
2,0.30537906438121254,-0.05086889945563422
3,0.25448142181960476,-0.039284290900396604
4,0.2035837792579969,-0.02769968234515898
5,0.15268613669638909,-0.016115073789921358
6,0.10178849413478125,-0.004530465234683742
7,0.05089085157317341,0.007054143320553874
8,-6.790988434424161e-06,0.018638751875791504
9,-0.05090443355004226,0.03022336043102912
10,-0.10180207611165004,0.041807968986266736
11,-0.15269971867325793,0.05339257754150435
12,-0.20359736123486571,0.06497718609674197
13,-0.2544950037964736,0.0765617946519796
14,-0.3053926463580814,0.08814640320721723
15,-0.5691960504951536,0.09973101176245483
