date,A,B
0,0.536237718819646,-0.9374607159056514
1,0.4544755121197684,-0.18488968933680272
2,0.3727133054198908,0.567681337232046
3,0.2909510987200131,0.5684291485620798
4,0.20918889202013552,0.5691769598921137
5,0.12742668532025792,0.5699247712221476
6,0.045664478620380256,0.5706725825521815
7,-0.03609772807949729,0.5714203938822153
8,-0.11785993477937495,0.5721682052122492
9,-0.1996221414792526,0.5729160165422831
10,-0.28138434817913016,0.5736638278723168
11,-0.3631465548790078,0.5744116392023507
12,-0.44490876157888537,0.5751594505323846
13,-0.2031875327718312,0.5759072618624185
14,0.038533696035223,0.5766550731924523
15,0.2802549248422772,0.5774028845224862
