date,A,B
0,0.3064253597677792,-0.9914727502373745
1,0.30363846307429354,-0.6803704700480689
2,0.3008515663808079,-0.3692681898587634
3,0.2980646696873222,-0.058165909669457894
4,0.29527777299383656,0.25293637051984763
5,0.2924908763003509,0.5640386507091532
6,0.2897039796068653,0.8751409308984587
7,0.28691708291337964,0.7810943978783359
8,0.28413018621989394,0.6870478648582132
9,0.2813432895264083,0.5930013318380905
10,0.27855639283292266,0.49895479881796767
11,0.20942785093394345,0.4049082657978449
12,0.14029930903496424,0.3108617327777222
13,0.07117076713598502,0.21681519975759944
14,0.0020422252370058125,0.12276866673747666
15,-0.0670863166619734,0.02872213371735388
