date,A,B
0,-0.19198089527562012,0.540579032419809
1,-0.1673355158411753,0.27955955187733417
2,-0.14269013640673045,0.018540071334859354
3,-0.11804475697228561,-0.24247940920761546
4,-0.09339937753784078,-0.5034988897500904
5,-0.06875399810339594,-0.5261034701430367
6,-0.044108618668951105,-0.5487080505359829
7,-0.01946323923450627,-0.5713126309289293
8,0.0051821401999385674,-0.5939172113218756
9,0.029827519634383404,-0.6165217917148219
10,0.05447289906882824,-0.6391263721077682
11,0.1125115537001824,-0.6617309525007145
12,0.17055020833153656,-0.6843355328936608
13,0.2285888629628907,-0.7069401132866071
14,0.2866275175942449,-0.7295446936795533
15,0.344666172225599,-0.7521492740724997
