date,A,B
0,0.28707448403856806,0.4452231355188284
1,0.23756616528299612,0.4154144319994903
2,0.1880578465274242,0.3856057284801522
3,0.13854952777185225,0.3557970249608141
4,0.08904120901628032,0.325988321441476
5,0.03167505724823292,0.29617961792213787
6,-0.02569109451981448,0.26637091440279975
7,-0.08305724628786187,0.23656221088346166
8,-0.14042339805590928,0.20675350736412354
9,-0.1977895498239567,0.17694480384478545
10,-0.25515570159200407,0.14713610032544733
11,-0.3125218533600515,0.048890329528939194
12,-0.3698880051280989,-0.04935544126756894
13,-0.4272541568961463,-0.14760121206407706
14,-0.4846203086641937,-0.2458469828605852
15,-0.5419864604322411,-0.34409275365709335
