date,A,B
0,0.27192773904923995,0.25489182210002287
1,0.16650809723768328,0.20515401135966962
2,0.06108845542612662,0.15541620061931638
3,-0.044331186385430044,0.10567838987896316
4,-0.1497508281969867,0.05594057913860992
5,-0.10216391353457627,0.006202768398256675
6,-0.05457699887216583,-0.04353504234209654
7,-0.006990084209755387,-0.09327285308244981
8,0.04059683045265505,-0.14301066382280303
9,0.08818374511506549,-0.19274847456315625
10,0.13577065977747593,-0.24248628530350952
11,0.18335757443988637,-0.29222409604386274
12,0.2309444891022968,-0.341961906784216
13,0.27853140376470725,-0.3971495719053115
14,0.3261183184271177,-0.4523372370264071
15,0.3737052330895282,-0.5075249021475027
