date,A,B
0,0.37533189875260875,-0.7893539140625485
1,0.35502383152474914,-0.6484139610981672
2,0.33471576429688954,-0.5074740081337858
3,0.31440769706902993,-0.3665340551694044
4,0.29409962984117033,-0.22559410220502307
5,0.2737915626133107,-0.08465414924064174
6,0.16121865953749742,0.0562858037237397
7,0.04864575646168412,0.19722575668812103
8,-0.06392714661412918,0.33816570965250237
9,-0.17650004968994248,0.4791056626168837
10,-0.28907295276575584,0.620045615581265
11,-0.4016458558415691,0.7609855685456464
12,-0.5142187589173823,0.43298941179516665
13,-0.6267916619931957,0.10499325504468693
14,-0.739364565069009,-0.22300290170579284
15,-0.8519374681448224,-0.5509990584562725
