date,A,B
0,-0.06008901952227075,-0.2315078949144469
1,-0.030157969165540293,0.14839797275755595
2,-0.0002269188088098381,0.5283038404295588
3,0.02970413154792062,0.5578386740217359
4,0.05963518190465107,0.5873735076139132
5,0.08956623226138152,0.6169083412060903
6,0.11949728261811199,0.6464431747982675
7,0.14942833297484243,0.6759780083904446
8,0.1793593833315729,0.7055128419826218
9,0.20929043368830336,0.735047675574799
10,0.2392214840450338,0.7645825091669762
11,0.36417834560709317,0.7941173427591534
12,0.4891352071691525,0.8236521763513305
13,0.6140920687312119,0.8531870099435077
14,0.7390489302932712,0.8827218435356848
15,0.8640057918553306,0.912256677127862
