date,A,B
0,0.6697346287459587,0.1020400620467985
1,0.6509680420051485,0.14597814333901274
2,0.6322014552643382,0.18991622463122698
3,0.613434868523528,0.2338543059234412
4,0.623695417188229,0.27779238721565547
5,0.6339559658529299,0.3217304685078697
6,0.6442165145176308,0.3656685498000839
7,0.6544770631823318,0.40960663109229817
8,0.6647376118470327,0.4535447123845124
9,0.6749981605117337,0.4974827936767266
10,0.6852587091764346,0.5414208749689409
11,0.6955192578411356,0.5853589562611551
12,0.7057798065058365,0.6292970375533693
13,0.7160403551705374,0.6030001106039844
14,0.7263009038352384,0.5767031836545996
15,0.7365614524999393,0.5504062567052148
