date,A,B
0,0.6622280525710094,0.27401185074263623
1,0.6713765668140418,0.16272560687395782
2,0.6805250810570741,0.051439363005279404
3,0.6896735953001065,0.0843755085398715
4,0.6988221095431388,0.11731165407446358
5,0.7079706237861713,0.15024779960905565
6,0.7171191380292037,0.18318394514364775
7,0.726267652272236,0.21612009067823984
8,0.7354161665152684,0.2490562362128319
9,0.7445646807583008,0.281992381747424
10,0.7537131950013332,0.3149285272820161
11,0.7628617092443656,0.34786467281660816
12,0.7720102234873979,0.3808008183512003
13,0.7811587377304303,0.41373696388579234
14,0.2827581110262904,0.4466731094203844
15,-0.21564251567784953,0.4796092549549765
