date,A,B
0,0.5934191274978935,-0.3656050865794853
1,0.5934191274978935,-0.3656050865794853
2,0.5934191274978935,-0.3656050865794853
3,0.5934191274978935,-0.3656050865794853
4,0.5934191274978935,-0.3656050865794853
5,0.5934191274978935,-0.3656050865794853
6,0.5934191274978935,-0.3656050865794853
7,0.5934191274978935,-0.3656050865794853
8,0.5934191274978935,-0.3656050865794853
9,0.5934191274978935,-0.3656050865794853
10,0.5934191274978935,-0.3656050865794853
11,0.5934191274978935,-0.3656050865794853
12,0.5934191274978935,-0.3656050865794853
13,0.5934191274978935,-0.3656050865794853
14,0.5934191274978935,-0.3656050865794853
15,0.5934191274978935,-0.3656050865794853
