date,A,B
0,0.21882260449985358,0.5001101349197419
1,0.21882260449985358,0.5001101349197419
2,0.21882260449985358,0.5001101349197419
3,0.21882260449985358,0.5001101349197419
4,0.21882260449985358,0.5001101349197419
5,0.21882260449985358,0.5001101349197419
6,0.21882260449985358,0.5001101349197419
7,0.21882260449985358,0.5001101349197419
8,0.21882260449985358,0.5001101349197419
9,0.21882260449985358,0.5001101349197419
10,0.21882260449985358,0.5001101349197419
11,0.21882260449985358,0.5001101349197419
12,0.21882260449985358,0.5001101349197419
13,0.21882260449985358,0.5001101349197419
14,0.21882260449985358,0.5001101349197419
15,0.21882260449985358,0.5001101349197419
