date,A,B
0,-0.5990348124189921,-0.9438830346739855
1,-0.5990348124189921,-0.9438830346739855
2,-0.5990348124189921,-0.9438830346739855
3,-0.5990348124189921,-0.9438830346739855
4,-0.5990348124189921,-0.9438830346739855
5,-0.5990348124189921,-0.9438830346739855
6,-0.5990348124189921,-0.9438830346739855
7,-0.5990348124189921,-0.9438830346739855
8,-0.5990348124189921,-0.9438830346739855
9,-0.5990348124189921,-0.9438830346739855
10,-0.5990348124189921,-0.9438830346739855
11,-0.5990348124189921,-0.9438830346739855
12,-0.5990348124189921,-0.9438830346739855
13,-0.5990348124189921,-0.9438830346739855
14,-0.5990348124189921,-0.9438830346739855
15,-0.5990348124189921,-0.9438830346739855
