date,A,B
0,-0.6003226308602909,-0.5722845651452384
1,-0.6003226308602909,-0.5722845651452384
2,-0.6003226308602909,-0.5722845651452384
3,-0.6003226308602909,-0.5722845651452384
4,-0.6003226308602909,-0.5722845651452384
5,-0.6003226308602909,-0.5722845651452384
6,-0.6003226308602909,-0.5722845651452384
7,-0.6003226308602909,-0.5722845651452384
8,-0.6003226308602909,-0.5722845651452384
9,-0.6003226308602909,-0.5722845651452384
10,-0.6003226308602909,-0.5722845651452384
11,-0.6003226308602909,-0.5722845651452384
12,-0.6003226308602909,-0.5722845651452384
13,-0.6003226308602909,-0.5722845651452384
14,-0.6003226308602909,-0.5722845651452384
15,-0.6003226308602909,-0.5722845651452384
