date,A,B
0,0.32481819449744576,-0.544286141410276
1,0.32481819449744576,-0.544286141410276
2,0.32481819449744576,-0.544286141410276
3,0.32481819449744576,-0.544286141410276
4,0.32481819449744576,-0.544286141410276
5,0.32481819449744576,-0.544286141410276
6,0.32481819449744576,-0.544286141410276
7,0.32481819449744576,-0.544286141410276
8,0.32481819449744576,-0.544286141410276
9,0.32481819449744576,-0.544286141410276
10,0.32481819449744576,-0.544286141410276
11,0.32481819449744576,-0.544286141410276
12,0.32481819449744576,-0.544286141410276
13,0.32481819449744576,-0.544286141410276
14,0.32481819449744576,-0.544286141410276
15,0.32481819449744576,-0.544286141410276
