date,A,B
0,0.9781310493919317,0.8741140957660747
1,0.9781310493919317,0.8741140957660747
2,0.9781310493919317,0.8741140957660747
3,0.9781310493919317,0.8741140957660747
4,0.9781310493919317,0.8741140957660747
5,0.9781310493919317,0.8741140957660747
6,0.9781310493919317,0.8741140957660747
7,0.9781310493919317,0.8741140957660747
8,0.9781310493919317,0.8741140957660747
9,0.9781310493919317,0.8741140957660747
10,0.9781310493919317,0.8741140957660747
11,0.9781310493919317,0.8741140957660747
12,0.9781310493919317,0.8741140957660747
13,0.9781310493919317,0.8741140957660747
14,0.9781310493919317,0.8741140957660747
15,0.9781310493919317,0.8741140957660747
