date,A,B
0,0.7513557127678445,-0.628972346454022
1,0.7513557127678445,-0.628972346454022
2,0.7513557127678445,-0.628972346454022
3,0.7513557127678445,-0.628972346454022
4,0.7513557127678445,-0.628972346454022
5,0.7513557127678445,-0.628972346454022
6,0.7513557127678445,-0.628972346454022
7,0.7513557127678445,-0.628972346454022
8,0.7513557127678445,-0.628972346454022
9,0.7513557127678445,-0.628972346454022
10,0.7513557127678445,-0.628972346454022
11,0.7513557127678445,-0.628972346454022
12,0.7513557127678445,-0.628972346454022
13,0.7513557127678445,-0.628972346454022
14,0.7513557127678445,-0.628972346454022
15,0.7513557127678445,-0.628972346454022
