date,A,B
0,-0.36746773409027433,-0.7900504804740787
1,-0.36746773409027433,-0.7900504804740787
2,-0.36746773409027433,-0.7900504804740787
3,-0.36746773409027433,-0.7900504804740787
4,-0.36746773409027433,-0.7900504804740787
5,-0.36746773409027433,-0.7900504804740787
6,-0.36746773409027433,-0.7900504804740787
7,-0.36746773409027433,-0.7900504804740787
8,-0.36746773409027433,-0.7900504804740787
9,-0.36746773409027433,-0.7900504804740787
10,-0.36746773409027433,-0.7900504804740787
11,-0.36746773409027433,-0.7900504804740787
12,-0.36746773409027433,-0.7900504804740787
13,-0.36746773409027433,-0.7900504804740787
14,-0.36746773409027433,-0.7900504804740787
15,-0.36746773409027433,-0.7900504804740787
