date,A,B
0,0.765706307825246,0.48543550210430464
1,0.765706307825246,0.48543550210430464
2,0.765706307825246,0.48543550210430464
3,0.765706307825246,0.48543550210430464
4,0.765706307825246,0.48543550210430464
5,0.765706307825246,0.48543550210430464
6,0.765706307825246,0.48543550210430464
7,0.765706307825246,0.48543550210430464
8,0.765706307825246,0.48543550210430464
9,0.765706307825246,0.48543550210430464
10,0.765706307825246,0.48543550210430464
11,0.765706307825246,0.48543550210430464
12,0.765706307825246,0.48543550210430464
13,0.765706307825246,0.48543550210430464
14,0.765706307825246,0.48543550210430464
15,0.765706307825246,0.48543550210430464
