date,A,B
0,0.40000109747375534,-0.38063606912752856
1,0.40000109747375534,-0.38063606912752856
2,0.40000109747375534,-0.38063606912752856
3,0.40000109747375534,-0.38063606912752856
4,0.40000109747375534,-0.38063606912752856
5,0.40000109747375534,-0.38063606912752856
6,0.40000109747375534,-0.38063606912752856
7,0.40000109747375534,-0.38063606912752856
8,0.40000109747375534,-0.38063606912752856
9,0.40000109747375534,-0.38063606912752856
10,0.40000109747375534,-0.38063606912752856
11,0.40000109747375534,-0.38063606912752856
12,0.40000109747375534,-0.38063606912752856
13,0.40000109747375534,-0.38063606912752856
14,0.40000109747375534,-0.38063606912752856
15,0.40000109747375534,-0.38063606912752856
