date,A,B
0,-0.06876528798526937,-0.3695911864469168
1,-0.06876528798526937,-0.3695911864469168
2,-0.06876528798526937,-0.3695911864469168
3,-0.06876528798526937,-0.3695911864469168
4,-0.06876528798526937,-0.3695911864469168
5,-0.06876528798526937,-0.3695911864469168
6,-0.06876528798526937,-0.3695911864469168
7,-0.06876528798526937,-0.3695911864469168
8,-0.06876528798526937,-0.3695911864469168
9,-0.06876528798526937,-0.3695911864469168
10,-0.06876528798526937,-0.3695911864469168
11,-0.06876528798526937,-0.3695911864469168
12,-0.06876528798526937,-0.3695911864469168
13,-0.06876528798526937,-0.3695911864469168
14,-0.06876528798526937,-0.3695911864469168
15,-0.06876528798526937,-0.3695911864469168
