date,A,B
0,0.8428053338652353,-0.592721482898122
1,0.8428053338652353,-0.592721482898122
2,0.8428053338652353,-0.592721482898122
3,0.8428053338652353,-0.592721482898122
4,0.8428053338652353,-0.592721482898122
5,0.8428053338652353,-0.592721482898122
6,0.8428053338652353,-0.592721482898122
7,0.8428053338652353,-0.592721482898122
8,0.8428053338652353,-0.592721482898122
9,0.8428053338652353,-0.592721482898122
10,0.8428053338652353,-0.592721482898122
11,0.8428053338652353,-0.592721482898122
12,0.8428053338652353,-0.592721482898122
13,0.8428053338652353,-0.592721482898122
14,0.8428053338652353,-0.592721482898122
15,0.8428053338652353,-0.592721482898122
