date,A,B
0,-0.6263160001909762,0.04801651912509941
1,-0.6263160001909762,0.04801651912509941
2,-0.6263160001909762,0.04801651912509941
3,-0.6263160001909762,0.04801651912509941
4,-0.6263160001909762,0.04801651912509941
5,-0.6263160001909762,0.04801651912509941
6,-0.6263160001909762,0.04801651912509941
7,-0.6263160001909762,0.04801651912509941
8,-0.6263160001909762,0.04801651912509941
9,-0.6263160001909762,0.04801651912509941
10,-0.6263160001909762,0.04801651912509941
11,-0.6263160001909762,0.04801651912509941
12,-0.6263160001909762,0.04801651912509941
13,-0.6263160001909762,0.04801651912509941
14,-0.6263160001909762,0.04801651912509941
15,-0.6263160001909762,0.04801651912509941
