date,A,B
0,-0.9862373925267062,-0.3989852868114075
1,-0.7101340184597302,-0.0940145689198046
2,-0.14132006348797696,0.4270118167053654
3,0.4857446959823232,-0.03328122771544577
4,0.9125900483598723,-0.41709040416056914
5,0.9632743434728703,0.15761936822918435
6,0.6169059903263469,0.3701027512223294
7,0.016254774934009533,-0.2679500961168667
8,-0.5910965062060993,-0.29022458483607455
9,-0.9548033523455461,0.35446847402708287
10,-0.9249492133049243,0.1845545658386996
11,-0.513839685146151,-0.4094857348194698
12,0.10906974109001165,-0.06248344090638497
13,0.6870216431917331,0.4281125715380845
14,0.98178966866551,-0.06514049995778205
15,0.8718732025207719,-0.40869364327674823
