date,A,B
0,-0.11542398639902399,0.3379680310845106
1,-0.6220603144781022,-0.19147388054185416
2,0.29992202366444665,-0.3002216119229507
3,0.5331058780498772,0.2506584062480943
4,-0.45803689752098214,0.25080778460700515
5,-0.3972558541520106,-0.3001016814351181
6,0.5758597575835732,-0.19164690153260155
7,0.22646052684769788,0.33788220928462054
8,-0.6430261106671123,0.12503811153576802
9,-0.035744204704507884,-0.3625317382743841
10,0.6536275514890173,-0.05357000887054616
11,-0.1581164186877799,0.37309232232686057
12,-0.6067315058349747,-0.019979966429773337
13,0.3380680558012379,-0.3691535491346223
14,0.5064632660746624,0.09275346723928468
15,-0.4882809473215824,0.3508684898712168
