date,A,B
0,-0.6599427802351036,0.3331276377003002
1,-0.7483399300578206,0.11130645022802312
2,-0.17638867574372488,-0.29398381351010794
3,0.5512110691248908,-0.2146935467280668
4,0.7924124070408739,0.218481212980885
5,0.3343750067978215,0.29152817915290513
6,-0.41872081977445036,-0.11595770452409297
7,-0.8023299812484778,-0.3323077385593068
8,-0.4779489614854642,-0.0009070024947546192
9,0.2681826842950436,0.33198876741143524
10,0.7776651811016673,0.11765953496748696
11,0.600922153027407,-0.29061071482210243
12,-0.10608522260270964,-0.2198603930981551
13,-0.7194811194991122,0.21329105763970177
14,-0.6979941376600476,0.294869771660536
15,-0.060584770301544855,-0.10959239078583556
