date,A,B
0,0.6722117596035724,0.00691677306125237
1,0.30071937353106254,0.2866598087230943
2,-0.6385936804318856,0.3308399952917892
3,-0.3721091634711527,0.103152241139924
4,0.596994779864905,-0.20930092160375335
5,0.43884852096222926,-0.34976094156811827
6,-0.5479349399588413,-0.20280472322446533
7,-0.5001033712107344,0.1108063834521728
8,0.4920272858227723,0.3333622860526955
9,0.5551081820255308,0.2819775541688307
10,-0.4299705230905973,-0.0011223816573147378
11,-0.6031755310527068,-0.2832999997642631
12,0.3625402058507948,-0.3326756935630085
13,0.6437046968330844,-0.10867496061809206
14,-0.2905790441629994,0.20462947856424815
15,-0.6761891663157124,0.3497795357501842
